AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Class,Timestamp
0.0,0.0,0.0,0.059406646,-0.17470746,0.101938136,NORMAL,3581629
-1.6248639,-1.0824918,-0.20418262,-0.02855795,0.05131268,0.13553573,NORMAL,3581630
-0.5946599,-0.122409865,0.2205019,-0.019394971,-0.029321533,0.08788824,NORMAL,3581630
0.7384782,-0.22845554,0.66773224,0.069791354,-0.029932396,0.054901514,NORMAL,3581631
0.101741076,0.7775676,-0.066729546,0.030695979,-0.0036651916,0.054901514,NORMAL,3581631
0.15846956,0.34589112,0.3552742,0.021533,0.115453534,0.014584408,NORMAL,3581632
0.078171015,-0.34917977,0.27065182,0.03436117,-0.030543262,0.05062546,NORMAL,3581632
-0.66274977,-0.46277535,-0.09979725,0.00870483,-0.009773844,0.046960264,NORMAL,3581633
0.46731782,-0.23463994,0.13413906,-0.048716504,-0.02076942,-0.030008756,NORMAL,3581633
-0.17189527,-0.40889418,0.41465282,0.009315695,0.0580322,-0.019624045,NORMAL,3581634
0.8526788,-0.41677797,0.4910078,-0.0010690142,0.042760566,-0.072158456,NORMAL,3581634
0.30885077,0.23902233,1.5170336,-0.029168816,0.15943582,-0.07276932,NORMAL,3581635
-0.40297937,-0.040392295,-1.0480223,-0.01695151,0.004276057,-0.04589125,NORMAL,3581636
-0.6046126,0.84023064,-0.8447466,0.02031127,0.005497787,-0.07826711,NORMAL,3581636
0.16359544,0.47510707,0.006772995,0.0050396384,-0.013439035,-0.06116288,NORMAL,3581637
-0.25059032,1.7221956,0.529089,-0.0022907446,0.029932396,-0.0055741454,NORMAL,3581637
0.7984953,0.1821081,0.20606041,-0.011453724,0.017715093,-0.08559749,NORMAL,3581638
-0.29116774,1.694341,1.4759464,0.007483099,0.087964594,-0.08987355,NORMAL,3581638
1.1801066,1.6199347,1.0541077,-0.023060163,0.032375857,-0.013515393,NORMAL,3581639
-1.2662845,-1.4181135,0.4026966,-0.011453724,0.0018325958,-0.028176159,NORMAL,3581639
-1.9412715,-1.3333063,-0.80127716,0.008093964,0.0,-0.011682798,NORMAL,3581640
-0.16773546,-1.0927223,-0.4438877,-0.01572978,0.048258353,0.0017562376,NORMAL,3581640
0.099909425,-0.90456706,-0.58917904,0.024587326,-0.031154128,-0.015347989,NORMAL,3581641
-0.23394442,-0.092106625,-0.21144581,-0.00290161,-0.015271631,0.010308351,NORMAL,3581641
-0.74943143,-0.33966783,-0.7901592,-0.015118915,0.013439035,0.023747386,NORMAL,3581642
-0.48120236,0.726062,-0.46176815,0.012980887,-0.014660766,0.0011453723,NORMAL,3581643
-0.018947363,0.68598056,0.5985756,0.028252518,-0.047647487,-0.008628472,NORMAL,3581643
-0.34503925,-0.12613934,-0.11033535,-0.02367103,0.01282817,-0.0110719325,NORMAL,3581644
0.5063236,0.89916474,-0.48235893,-0.020005837,0.03359759,0.010919216,NORMAL,3581644
-0.7444526,0.30807012,0.13416195,-0.00290161,0.059864793,0.0041996986,NORMAL,3581645
-2.3109999,-2.3590773E-4,1.234169,0.013591751,-0.14538592,-0.04466952,NORMAL,3581645
-1.2354913,-1.1864295,-0.4508562,-4.5814895E-4,0.0580322,-0.017180584,NORMAL,3581646
-0.05797839,-1.2544351,-1.2268076,-0.02977968,0.015271631,0.031688634,NORMAL,3581646
0.73513544,-0.59420466,0.5606766,0.00992656,-0.021991149,-0.01656972,NORMAL,3581647
-0.18448567,-0.28631848,0.45686817,-0.01695151,-0.018936822,-0.009850202,NORMAL,3581647
0.21474361,-0.17878866,0.5616379,-0.01695151,0.032375857,-0.04466952,NORMAL,3581648
0.19085145,-0.18170041,0.5620079,0.00992656,-0.018325957,0.007254025,NORMAL,3581648
-0.26172924,-0.5900413,-0.06337738,-0.04260785,0.023823744,-0.0110719325,NORMAL,3581649
-0.250973,0.109036595,0.17395306,1.5271631E-4,-0.07941248,0.029245174,NORMAL,3581650
-0.3154993,-0.40621176,-0.6458931,-0.02611449,-0.0061086523,0.04024075,NORMAL,3581650
1.0180122,0.70333594,-0.9524183,0.031306844,-0.06414085,0.031077769,NORMAL,3581651
-0.97506404,0.13342544,-0.51490307,-0.0010690142,-0.025045475,0.058566704,NORMAL,3581651
-0.37907457,-0.45772478,-0.011478424,0.037415497,0.03970624,0.07811439,NORMAL,3581652
0.24483013,0.65835357,-0.44392014,0.004428773,0.042760566,0.05795584,NORMAL,3581652
0.45495677,0.4233096,0.17937946,-0.07192938,-0.036651913,0.075670935,NORMAL,3581653
-0.16050053,0.4032675,0.935833,0.03436117,0.03176499,0.097662084,NORMAL,3581653
-0.7214869,-0.5823275,-0.5584183,0.011759156,-0.01160644,0.117820635,NORMAL,3581654
-0.10930574,0.63884765,-0.6289568,0.05390886,-0.06169739,0.106214195,NORMAL,3581654
0.1320141,-0.30378756,0.08743,0.07162395,0.051923547,0.12270755,NORMAL,3581655
-0.104435205,-0.009786218,0.19088554,0.028252518,-0.025045475,0.07200574,NORMAL,3581655
-0.18531281,0.6822442,0.02031517,0.0355829,-0.05497787,0.06895141,NORMAL,3581656
1.0312804,0.72823286,0.1628828,-0.087201014,-0.02443461,0.065897085,NORMAL,3581657
0.024627209,0.4760384,-1.6079884,0.044135015,0.0,0.02069306,NORMAL,3581657
1.158198,0.22727384,-0.6456232,0.001985312,0.069027774,0.031688634,NORMAL,3581658
1.1000575,0.22532225,-0.049497604,0.0032070426,0.054367006,0.010308351,NORMAL,3581658
0.665429,0.49806526,-0.106206894,-0.013286319,-0.028099801,0.021303926,NORMAL,3581659
0.8107588,0.3941303,0.5273695,-0.022449298,0.02687807,-0.010461068,NORMAL,3581659
-0.6773871,-0.56613946,-0.8683405,0.029474247,0.055588737,-0.014737124,NORMAL,3581660
-0.7798283,0.45677698,-0.5473404,0.030085113,0.0580322,-0.04772385,NORMAL,3581660
-0.62190557,-0.4506393,0.37696838,0.082619525,0.37995818,0.11904237,NORMAL,3581661
0.70113504,-0.16873932,2.0005665,0.11133019,0.111177474,0.013362677,NORMAL,3581661
1.8915246,1.1473792,1.4740295,-0.0346666,0.032375857,-0.0012980887,NORMAL,3581662
-0.44840515,-0.0026172996,-0.41570568,0.030085113,-0.06841691,-0.06543894,NORMAL,3581663
-0.6348057,0.67214185,-0.2979393,0.024587326,6.1086525E-4,-0.0067958757,NORMAL,3581663
0.6373229,0.9423757,-0.43490982,0.063682705,0.15515977,0.034742963,NORMAL,3581664
-1.1450831,-1.1350858,0.052502632,0.016646078,-0.09285152,-0.036728274,NORMAL,3581664
-1.561934,1.0792023,0.28938866,-0.2759584,-0.321926,-0.0092393365,NORMAL,3581665
-2.3862872,-1.1911907,1.1060066,0.09483683,0.019547688,0.06650795,NORMAL,3581665
-2.8973424,-0.020120025,-0.67102814,0.06490443,-0.13744467,0.07994699,NORMAL,3581666
-0.84673524,1.1123292,0.09226227,-0.02733622,0.016493361,0.16119206,NORMAL,3581666
-0.9487786,-1.1211964,0.36146355,-0.050549097,-0.0036651916,0.15141822,NORMAL,3581667
-0.66064614,0.47948244,1.7438354,-0.12690726,-0.12461651,0.15569428,NORMAL,3581667
0.32185626,-0.004040621,0.43290806,0.034972034,0.047647487,0.15325081,NORMAL,3581668
-0.62467885,-0.8120796,-0.07954121,-0.02367103,-0.054367006,0.12820534,NORMAL,3581668
0.661506,0.0063890815,-0.5900564,0.023365596,-0.01038471,0.058566704,NORMAL,3581669
0.34187663,0.5163145,-0.15867233,-0.022449298,0.04520403,0.0048105638,NORMAL,3581670
-1.1381806,0.89366126,0.8679552,0.045356743,-0.14966199,-0.063606344,NORMAL,3581670
1.1962264,-0.36534023,-0.67862415,0.11071932,0.014049901,-0.06421721,NORMAL,3581671
0.9723377,0.17520386,-1.4484472,-0.032223143,0.07819075,-0.06543894,NORMAL,3581671
2.0955453,-0.03835237,-0.12156963,-0.019394971,0.06414085,-0.1259146,NORMAL,3581672
0.6891172,0.0041232705,-1.3480415,-0.060322944,-0.048258353,-0.10209085,NORMAL,3581672
-0.9347031,-0.4371791,-0.59119606,-0.110413894,-0.026267206,-0.11552989,NORMAL,3581673
0.10281992,0.45909715,-0.11830711,-0.022449298,0.043982297,-0.056886826,NORMAL,3581673
-0.0144354105,-0.950908,0.82091236,-0.08781188,-0.093462385,-0.033673946,NORMAL,3581674
0.32654715,0.32304913,0.5020542,-0.00290161,-0.106901415,-0.09659307,NORMAL,3581674
0.96308875,0.4298553,0.52382755,-0.032223143,0.099571034,-0.08498663,NORMAL,3581675
0.17647147,0.5752955,1.5496607,-0.012675454,0.11484267,-0.09292787,NORMAL,3581675
0.9191344,0.93255293,-0.29841137,0.039858956,0.07452556,-0.121638544,NORMAL,3581676
2.6182406,2.4308987,-0.82796764,0.20479257,0.1777618,-0.2224313,NORMAL,3581677
1.9347279,0.7842797,-1.5967312,-0.16050485,-0.16493362,-0.22670737,NORMAL,3581677
1.6863043,1.2241917,-0.587286,-0.057268616,-0.10934488,-0.24930938,NORMAL,3581678
2.5924811,0.79024184,-0.40652752,-0.011453724,-0.032375857,-0.22976169,NORMAL,3581678
1.4067512,0.5025584,-1.3592224,-0.018784106,-0.021380283,-0.14729488,NORMAL,3581679
0.8868482,0.51803625,0.11828709,-0.02367103,0.06963864,-0.056886826,NORMAL,3581679
-1.0272081,-0.055243492,-0.14257717,-0.14156802,0.06352998,0.061010167,NORMAL,3581680
-1.5332457,0.928036,-0.6522989,0.077121735,-0.17470746,0.03352123,NORMAL,3581680
-1.5276446,-0.38795257,-0.5631046,-0.027947085,0.032986723,0.08055785,NORMAL,3581681
0.5042579,0.22524488,0.1879034,-0.018784106,0.004886922,0.057344973,NORMAL,3581681
1.3128617,-0.6251019,-0.38088036,-0.013286319,-0.015882496,0.050014593,NORMAL,3581682
0.38992918,0.10109073,-0.35014343,0.038026363,0.02687807,0.02985604,NORMAL,3581682
0.08548367,-1.1993814,-0.7559643,0.14553864,0.14660765,0.06528623,NORMAL,3581683
-0.41264224,1.6265585,0.5976982,0.12293663,0.018325957,0.04085161,NORMAL,3581684
-0.48421,1.4568092,-1.1082525,0.10644327,0.03604105,0.077503525,NORMAL,3581684
-1.0362381,0.08818948,-0.9361582,0.08628472,-0.005497787,0.031077769,NORMAL,3581685
0.47458458,0.6829182,-0.771245,0.010537425,-0.08368854,0.0622319,NORMAL,3581685
-0.2566589,-0.72001874,0.73049927,0.012370021,0.03726278,0.058566704,NORMAL,3581686
-0.32550082,-0.71391904,-0.15477943,0.10522154,-0.02076942,0.074449204,NORMAL,3581686
-0.728944,-0.77842444,-1.2348099,-0.05971208,0.026267206,0.123929285,NORMAL,3581687
-0.58216274,-0.15954599,-0.18910027,0.023365596,0.022602014,0.09216429,NORMAL,3581687
1.2212067,-0.16466856,6.2942505E-4,-0.059101213,0.0018325958,0.097662084,NORMAL,3581688
0.15069354,0.25608444,0.029931068,0.16997325,-0.052534413,0.05795584,NORMAL,3581688
0.24779892,0.37465924,-0.24551773,0.03436117,0.05375614,0.08483391,NORMAL,3581689
-0.37758067,0.4206541,-0.37968922,0.04046982,0.002443461,0.026801713,NORMAL,3581690
0.25124454,-1.0838859,-0.08934784,0.019089539,-0.086132,-0.04100433,NORMAL,3581690
0.3612535,-0.3177319,0.797492,0.0032070426,-0.030543262,-0.03733914,NORMAL,3581691
0.390069,1.3255444,0.38725853,0.0917825,-0.004276057,-0.04955644,NORMAL,3581691
0.24759364,0.77460706,0.692894,-0.0053450707,0.11362094,-0.04466952,NORMAL,3581692
-0.044749975,-0.51509464,-0.94717216,-0.10430524,0.008552114,-0.07460192,NORMAL,3581692
0.38730168,0.006276071,2.904272,-0.072540246,0.015271631,-0.059941154,NORMAL,3581693
1.1234715,0.5328438,-0.19660187,-0.14828753,0.16493362,-0.10086913,NORMAL,3581693
0.119714975,0.83592296,-0.52494335,-0.107359566,0.086132,-0.053221636,NORMAL,3581694
0.05827284,-0.3320887,-0.4752264,-0.16966783,0.10140363,-0.10209085,NORMAL,3581694
0.6484823,-0.11160147,2.2954617,-0.041996986,0.007330383,-0.09292787,NORMAL,3581695
1.2564957,0.51979375,-0.19493008,0.054519724,-0.06963864,-0.117362484,NORMAL,3581695
0.88845897,0.16919601,-1.8939242,-0.08170322,0.12217305,-0.08743009,NORMAL,3581696
0.2569821,-0.1243099,-0.49212742,-0.008399397,0.027488936,-0.10331258,NORMAL,3581697
-1.5508068,-0.7700404,0.22594357,-0.11652254,-0.04520403,-0.099647395,NORMAL,3581697
0.53837967,-0.070819944,0.62034225,-0.025503624,0.005497787,-0.03428481,NORMAL,3581698
-2.2353997,-2.6225307,-1.3193178,-0.09941832,0.21319197,-0.008628472,NORMAL,3581698
0.34413934,0.25052288,1.1268444,0.06490443,-0.01282817,-0.01779145,NORMAL,3581699
0.6799526,-1.0601444,0.53286076,0.012980887,0.021991149,0.00786489,NORMAL,3581699
-0.49350238,-0.11575872,-0.28208447,0.006872234,0.008552114,0.014584408,NORMAL,3581700
0.18948174,-0.31755272,0.8786831,0.0062613687,0.034208454,0.050014593,NORMAL,3581700
0.3959098,0.10250321,-0.1692133,0.05757405,0.03359759,0.0023671028,NORMAL,3581701
-0.096042156,0.48772928,1.0719881,0.03191771,-0.054367006,-0.023289237,NORMAL,3581701
-2.1764052,-1.2252504,-1.2850323,-0.029168816,0.055588737,0.018860465,NORMAL,3581702
-0.46546447,0.22124556,0.040905952,0.02397646,-0.03970624,0.059788436,NORMAL,3581702
0.7124877,0.16797096,0.4198017,-0.01572978,-0.012217305,0.08055785,NORMAL,3581703
-0.32323945,0.11686492,0.6942129,-0.04444045,0.23640485,0.104992464,NORMAL,3581704
-1.7656263,-0.37063468,-0.81250286,-0.09392053,0.10567969,0.065897085,NORMAL,3581704
0.43888128,0.1629256,-0.43029308,0.13942999,-0.05131268,0.015195273,NORMAL,3581705
0.6038188,0.08533296,-1.1062756,0.11071932,-0.24556783,0.030466905,NORMAL,3581705
1.0584856,0.6238576,0.5060797,0.06918049,0.029321533,0.036575556,NORMAL,3581706
-2.5702531,0.123048544,-0.7402487,0.004428773,0.36041048,-0.00496328,NORMAL,3581706
-0.5883533,-0.9125505,0.21210575,0.06001751,-0.13316862,-0.031230485,NORMAL,3581707
0.07427657,-0.023941457,-2.0929408,0.09789115,0.06047566,5.345071E-4,NORMAL,3581707
0.099351406,-0.3889095,-1.0395012,0.10094548,-0.0061086523,-0.020845776,NORMAL,3581708
-0.99984616,0.22399685,0.6214533,0.014813482,-0.15088372,-0.027565295,NORMAL,3581708
-0.34422362,-1.0760529,-0.19764423,-0.0053450707,0.052534413,-0.0019089539,NORMAL,3581709
0.621945,0.2177471,-1.1412296,-0.048716504,0.01282817,0.04757113,NORMAL,3581709
-0.15884256,-0.1278511,0.6959667,-0.0096211275,0.009773844,0.020082194,NORMAL,3581710
0.3085351,0.6690208,-0.93797684,-0.009010263,0.037873644,0.02069306,NORMAL,3581711
0.13886309,0.06452134,-0.8004379,-0.013286319,0.04337143,0.01947133,NORMAL,3581711
0.2125578,0.6613016,-0.030713081,0.029474247,-0.030543262,0.018860465,NORMAL,3581712
-1.1739001,0.18183313,-0.30236626,-0.0071776668,0.036651913,0.0041996986,NORMAL,3581712
0.16520143,0.08641583,-0.1563015,-0.037110064,-0.015882496,0.010919216,NORMAL,3581713
-0.74853444,-0.57277286,-0.30767536,1.5271631E-4,0.11911872,0.056123246,NORMAL,3581713
-2.00992,-0.19262809,2.090355,0.06490443,-0.087964594,0.015806139,NORMAL,3581714
-0.25980926,0.021986157,-0.6759405,0.069791354,0.044593163,0.04512767,NORMAL,3581714
-0.7795375,-0.8605159,0.26456738,-0.04016439,-0.18448131,0.05062546,NORMAL,3581715
0.072965264,-0.3128336,-0.99978065,0.059406646,0.021380283,0.094607756,NORMAL,3581715
-1.0269365,-0.109438896,0.23638153,0.051465396,-0.03481932,0.071394876,NORMAL,3581716
-1.2551696,-0.35059828,-0.9256029,0.03924809,-0.15943582,0.07322747,NORMAL,3581717
0.12499118,0.4009652,0.8791828,0.031306844,-0.05375614,0.08055785,NORMAL,3581717
0.07858431,0.1679191,-0.37619972,0.047800206,-0.015271631,0.078725256,NORMAL,3581718
-0.019195676,0.9062663,0.3053236,-0.0016798794,0.058643065,0.08239045,NORMAL,3581718
-0.954956,0.87926555,1.0859556,0.0050396384,-0.05131268,0.018860465,NORMAL,3581719
0.26113033,0.4742611,0.24414444,0.010537425,-0.004276057,-0.022678372,NORMAL,3581719
0.35154867,-0.63921416,1.028595,-0.01695151,-0.0067195175,-0.010461068,NORMAL,3581720
